Shipment_ID,Customer_Name,Contact_Phone,Origin,Destination,Order_Date,Delivery_Date,Weight_kg,Status
SHP-193326,Sara Caldwell,8358867651,,Lake Jenniferview,2026-03-17,2026-03-19,406.2, delivered 
SHP-458388,Mary Miller,4907446848,Meyerbury,Allenberg,2025-12-23,,459.43,In Transit
SHP-259784,John Wilson,6305160342,South Holly,Garyville,2026-05-08,2026-05-10,471.09,In Transit
SHP-531262,Arthur Pena,1370292681,Lake Mirandahaven,Lake Morgan,2026-01-28,2026-02-02,202.09,Cancelled
SHP-575394,Amy Wade,,,Lake Alexander,2026-01-19,2026-01-26,15.32,Pending
SHP-700067,Christopher Nielsen,2236045959,Greeneshire,Lake Jessicaport,2025-08-12,2025-08-22,339.93,Cancelled
SHP-844638,Katherine Miller,5695387521,Port Kathleenport,West Jeffreyport,,2025-09-15,373.57,Pending
SHP-160738,Keith Miller,8173347748,,,2026-02-08,2026-02-20,468.64,Delivered
SHP-266694,Michael Powell,8235656521,East Jamesborough,East Antonioton,2026-07-01,2026-07-13,241.87,In Transit
SHP-716113,Victor Vaughn,4160930353,Bruceborough,Castanedaville,2025-10-10,2025-10-21,46.97,Pending
SHP-791444,Brianna Dennis,9857430687,Billyfort,North Joseph,2025-10-09,2025-10-12,-268.1223209975838,Pending
SHP-873935,Ashley Moreno,8006745733,,East Jenniferland,2025-07-27,2025-08-09,140.96,Delivered
SHP-483545,Holly Morales,3878201524,West Angela,South Williamside,2025-10-27,2025-11-10,84.61,Cancelled
SHP-213346,Andrew Ruiz,7517938612,Port Samantha,Kevinbury,2025-10-04,,127.71,Delivered
SHP-141158,Kelli Mccoy,1141312095,East Kellyfurt,Kimport,2026-01-05,2026-01-19,160.67,In Transit
SHP-613989,Colin Vaughan,8211516617,Smithbury,East Jessica,2026-02-24,2026-03-02,189.15,Delivered
SHP-921273,Mary Turner,7099469983,North Yolandafurt,Parksfort,2026-04-13,,294.12,Delivered
SHP-853905,Daniel Coleman,3877685081,West Nancy,,2025-12-27,2026-01-03,180.03,Cancelled
SHP-700521,Carmen Bond,8556573246,Wilsonborough,Davishaven,2025-12-30,2026-01-13,272.8,
SHP-458388,Mary Miller,4907446848,Meyerbury,Allenberg,2025-12-23,,459.43,In Transit
SHP-214975,Christopher Becker,8995970241,South Patrickmouth,Tashatown,2026-03-31,2026-04-10,-106.55232099758383,Delivered
SHP-936587,,6344160868,Angelahaven,North John,2025-12-15,2025-12-20,83.08,Pending
SHP-417012,William Mason,,Lake Jonathanfurt,New Stacybury,2025-09-07,2025-09-21,350.44,In-Transit
SHP-781571,Shannon Mcdowell,7243361127,Lake Michaelland,,2025-07-30,2025-08-02,188.18,Pending
SHP-520521,Carmen Smith,8217611860,Bakermouth,Rodneyside,2026-03-24,2026-04-03,36.45,Cancelled
SHP-830000,Valerie Perez,3698343112,Terrimouth,,2026-03-02,2026-03-15,,Pending
SHP-961866,Samantha Ellison,6619630925,North Benjamin,Ericview,2025-11-29,2025-12-05,258.84,
SHP-748133,Kathleen Burton,9343730920,Dawnport,Sanchezfurt,2025-11-02,2025-11-11,272.29,Cancelled
SHP-972310,Emily Nelson,7472806994,East Derekshire,East Danielmouth,2026-01-07,2025-12-31,292.26,Delivered
SHP-328486,Amber Cooper,2905584866,New Virginialand,Johnsonchester,2025-09-18,2025-09-30,153.24,Delivered
SHP-511564,Raymond Quinn,1819412471,Dennishaven,South Michaeltown,2026-03-24,2026-04-01,160.28,In Transit
SHP-197527,Paul Peterson,3874432021,South Lee,New Joseph,,2026-04-29,490.93, delivered 
SHP-717466,Jordan Ramos,2401777036,East Nicoleview,North Jack,2025-07-31,2025-08-11,140.3,Cancelled
SHP-991993,Javier Mercado,4401896171,North David,Port Erikchester,2026-06-29,2026-06-25,396.23,Delivered
SHP-543940,Michael Harris,6545970956,Port Brooke,Reneeland,2025-08-13,2025-08-14,309.33,In Transit
SHP-794083,Ralph Anderson,2444812497,Mooreburgh,Lake Samuel,2025-12-16,2025-12-24,426.22,In Transit
SHP-997004,William Richardson,,Bruceview,North Stacy,2026-05-26,2026-06-06,-129.80232099758382, delivered 
SHP-956429,Nicole Hernandez,6131005449,Loveton,North Brianview,2026-02-12,2026-02-21,-154.23232099758383,Cancelled
SHP-583550,Julia Estrada,7292076361,Santanaside,North Scott,2025-11-21,2025-11-29,,PENDING
SHP-136346,Ms. Kelly Holder,6510697299,Adambury,Port Leslie,2026-05-06,2026-05-14,269.16,Pending
SHP-744328,Jeffrey Patterson,5092199300,Reyeston,Lake Nathan,2025-07-15,2025-07-18,425.09,Cancelled
SHP-384263,Benjamin Frost,6299224734,East Sarahmouth,East Brendafurt,2026-07-06,,311.68,Pending
SHP-745919,Kelly Allen MD,2979245480,Morrisshire,North Emilychester,2025-11-29,2025-12-11,398.51,In Transit
SHP-285751,Lori Marshall,4070964768,Maldonadoshire,Michellemouth,2025-09-07,2025-09-09,298.09,In Transit
SHP-153045,Kimberly Smith,7483366056,Port Melindaburgh,Tuckerborough,2026-06-11,2026-06-13,379.11,Delivered
SHP-195763,Michael Valencia,1106456634,Port Emilyview,Port Katelynfort,2026-01-27,2026-02-08,462.62,Cancelled
SHP-575755,Jessica Mcguire,8531118333,Port Dianaside,South Shannon,2025-10-07,,446.36,Cancelled
SHP-520400,John Campbell,3587283948,Markside,Smithborough,2025-10-31,2025-10-28,380.78,Delivered
SHP-183057,David Duran,3271361431,,Robertland,2025-09-19,2025-10-01,489.47,Delivered
SHP-666456,Christopher Guerrero,3980491761,East Alexisbury,Alfredview,2025-07-30,2025-08-11,110.91,Cancelled
