transaction_id,customer_id,customer_name,email,phone,order_date,delivery_date,city,state,pincode,category,product_name,quantity,unit_price,discount_percent,gst,shipping_cost,payment_method,payment_status,order_status,currency,total_amount
TXN_1087,CUST_238,नवीन थापाजी,नवीनथापाजी5@example.com,07243426617,2026-04-25,2026-04-30,चिपलुन,असम,135290,Electronics,Electronics Product 40,3.0,4988.42,0,2702.75,50,Credit Card,Success,Cancelled,INR,17718.01
TXN_6013,CUST_287,सम्मानसूचक शक्ति दासगुप्ता,सम्मानसूचकशक्तिदासगुप्ता67@example.com,+910278681447,2026-02-05,2026-02-11,,Bihar,727155,Home,Home Product 88,,3985.89,15,3058.21,50,Net Banking,Failed,Shipped,INR,20048.24
TXN_5544,CUST_296,सम्मानसूचक अंकिता खान,ronithhari37@example.com,02122816064,2026-01-13,2026-01-20,अन्तर्गत,अरूणाचल प्रदेश,202590,Beauty,Beauty Product 74,1.0,2383.97,5,2038.29,0,UPI,Failed,Delivered,INR,13362.15
TXN_1094,CUST_258,लीलावती चोपराजी,लीलावतीचोपराजी33@example.com,09481260422,2026-03-10,2026-03-16,Pondicherry,Tripura,294667,Fashion,Fashion Product 90,1.0,4565.32,0,830.76,50,Cash on Delivery,Success,Processing,INR,5446.08
TXN_1049,CUST_176,शर्मिला त्रिवेदीजी,शर्मिलात्रिवेदीजी97@example.com,+919254629148,2025-11-16,2025-11-20,विस्तारण,Sikkim,850542,Beauty,Beauty Product 78,,4099.41,5,3514.0,50,UPI,Failed,Cancelled,INR,23036.2
TXN_1026,CUST_217,Siddharth Lalla,siddharthlalla80@example.com,+913281206797,2026-03-15,2026-03-20,अमरावती,राजस्थान,349361,Electronics,Electronics Product 19,5.0,1459.19,10,1181.94,0,Net Banking,Success,Shipped,INR,7748.3
TXN_1179,CUST_104,Caleb Kumer,calebkumer48@example.com,+914394070164,2025-09-17,2025-09-20,अगरतला,त्रिपुरा,815798,Electronics,Electronics Product 63,5.0,1884.55,0,1714.1,100,Cash on Delivery,Failed,Shipped,INR,11236.85
TXN_5261,CUST_104,Caleb Kumer,calebkumer48@example.com,+914394070164,2025-09-17,2025-09-20,अगरतला,त्रिपुरा,815798,Electronics,Electronics Product 63,5.0,1884.55,0,1714.1,100,Cash on Delivery,Failed,Shipped,USD,$135.38
TXN_5554,CUST_194,संमानित इन्द्रजित कुमार,संमानितइन्द्रजितकुमार79@example.com,01577245992,2026-01-10,2026-01-12,Aligarh,छत्तीसगढ,696393,Fashion,Fashion Product 27,4.0,0.0,20,694.06,50,Cash on Delivery,Refunded,Shipped,INR,4549.95
TXN_7981,CUST_190,Mohammed Borde,mohammedborde72@example.com,05961586578,2025-11-09,2025-11-16,,मणिपुर,117240,Beauty,Beauty Product 89,1.0,0.0,5,1595.75,0,UPI,Refunded,Delivered,INR,10461.04
TXN_1001,CUST_107,गौतम रॉय चौधरी,गौतमरॉयचौधरी12@example.com,05940781618,2025-12-30,2026-01-01,चंबा,Tamil Nadu,341316,Fashion,Fashion Product 74,5.0,619.41,5,547.6,100,,Pending,Cancelled,INR,3589.8
TXN_5129,CUST_152,कुमारी नारायण,कुमारीनारायण39@example.com,+913303070534,2025-11-17,2025-11-19,देवास,हिमाचल प्रदेश,579727,Fashion,Fashion Product 42,3.0,1976.55,0,1076.34,50,Cash on Delivery,Pending,Shipped,INR,7055.99
TXN_1012,CUST_263,सुनील टंडन,सुनीलटंडन65@example.com,1586923226,2025-11-19,2025-11-24,Thoothukudi,मिजोरम,160733,Fashion,Fashion Product 29,3.0,3931.3,20,1716.32,100,Credit Card,Failed,Cancelled,INR,11251.44
TXN_1028,CUST_167,Upma Venkataraman,upmavenkataraman15@example.com,02967175655,2025-08-21,2025-08-22,Ozhukarai,लक्षद्वीप,807154,Sports,Sports Product 29,3.0,,5,924.93,100,Net Banking,Pending,Processing,EUR,€67.37
TXN_1091,CUST_213,Frado Desai,fradodesai45@example.com,+913412528669,2026-06-08,2026-06-13,Bhusawal,Meghalaya,742257,Home,Home Product 91,1.0,0.0,15,2216.12,50,,Refunded,Cancelled,INR,14527.91
TXN_1021,CUST_204,Xavier Chaudry,fake_placeholder@example.com,9999999999,2026-01-03,2026-01-07,Unnao,Maharashtra,262849,Fashion,Fashion Product 61,1.0,0.0,0,232.36,50,Net Banking,Refunded,Processing,INR,1523.23
TXN_1088,CUST_142,माननीय अखिल सरीन,fake_placeholder@example.com,9999999999,2026-05-07,2026-05-10,Nagpur,गुजरात,112545,Electronics,Electronics Product 15,3.0,0.0,10,1993.17,50,Net Banking,Refunded,Shipped,INR,13066.33
TXN_1149,CUST_116,Yauvani Baral,yauvanibaral92@example.com,+912428699041,2025-09-10,2025-09-17,Medininagar,पांडिचेरी,692929,Beauty,Beauty Product 14,3.0,1407.16,5,721.87,0,Net Banking,Failed,Cancelled,INR,4732.28
TXN_1085,CUST_125,Omkaar Dewan,omkaardewan57@example.com,04721264647,2026-05-29,2026-05-30,Chandrapur,Telangana,712406,Sports,Sports Product 68,1.0,3751.0,15,591.9,100,,Success,Cancelled,INR,3880.25
TXN_8054,CUST_427,Krish Devan,krishdevan@example.com,+910276212679,2026-05-12,2026-05-15,फतहपुर,लक्षद्वीप,055169,Fashion,Fashion Product 48,1.0,3686.08,5,639.32,50,Credit Card,Success,Processing,INR,4191.1
TXN_8949,CUST_484,रघु Sharaf,रघुsharaf@example.com,4440192927,2025-09-27,2025-10-04,Chandrapur,Kerala,643611,Home,Home Product 53,1.0,0.0,0,469.35,0,UPI,Refunded,Processing,INR,3076.84
TXN_6896,CUST_486,Bhavya Vig,bhavyavig@example.com,05801856945,2025-09-06,2025-09-13,Bhagalpur,केरल,485714,Beauty,Beauty Product 64,5.0,1975.67,15,1529.39,100,Credit Card,Pending,Shipped,INR,10025.99
TXN_1150,CUST_239,आदरवाचक परवीन कपूर,आदरवाचकपरवीनकपूर61@example.com,06210388629,2025-11-27,2025-11-30,Fatehpur,Uttar Pradesh,729806,Electronics,Electronics Product 92,2.0,1787.5,0,661.5,100,Net Banking,Failed,Delivered,USD,$52.25
TXN_1134,CUST_104,Nitesh Tailor,niteshtailor47@example.com,6149331637,2026-02-06,2026-02-09,Moradabad,असम,798270,Fashion,Fashion Product 37,1.0,4764.51,15,2186.91,0,,Pending,Shipped,INR,14336.41
TXN_6737,CUST_176,Tanmayi B,tanmayibasak99@example.com,8608680347,2025-08-11,2025-08-14,मोकामा,दिल्ली,490827,Fashion,Fashion Product 98,4.0,1926.68,10,1266.49,100,Net Banking,Failed,Delivered,INR,8302.54
TXN_1103,CUST_162,रामकृष्ण चवन,ekajamadan17@example.com,5180238061,2026-01-03,2026-01-10,मोकामा,उडीसा,053494,Sports,Sports Product 36,1.0,4234.18,20,609.72,0,UPI,Pending,Processing,INR,3997.06
TXN_1045,CUST_240,असीम बुरुाहजी,असीमबुरुाहजी58@example.com,+915969664160,2025-12-07,2025-12-09,जिलोंपर,तमिलनाडु,136968,Beauty,Beauty Product 67,3.0,3883.0,10,1905.14,100,Cash on Delivery,Pending,Processing,INR,12489.24
TXN_1135,CUST_119,इला वेंकटएसनजी,इलावेंकटएसनजी38@example.com,2169958669,2026-04-09,2026-04-16,Sikar,राजस्थान,269848,Electronics,Electronics Product 74,-10.0,4258.04,20,3065.79,0,,Pending,Cancelled,INR,20097.95
